Wall time,Step,Value
1668508862.2146165,2,-57.79220962524414
1668508880.281356,3,-32.65993118286133
1668508907.2566469,4,-42.85714340209961
1668508925.5771549,5,-23.809524536132812
1668508950.086461,6,-26.91029930114746
1668508968.3435292,7,-18.3006534576416
1668508992.7325919,8,-52.702701568603516
1668509010.6127288,9,-33.56643295288086
1668509035.448871,10,-35.374149322509766
1668509053.287023,11,-26.829267501831055
1668509078.492743,12,-74.84276580810547
1668509096.855365,13,-46.74556350708008
1668509118.9550707,14,-40.625
1668509134.1722684,15,-39.716312408447266
1668509150.6369405,16,-71.6312026977539
1668509167.3361528,17,-43.70861053466797
1668509183.6627893,18,-267.11004638671875
1668509200.3428545,19,-70.14925384521484
1668509217.8105805,20,-56.953643798828125
1668509234.5292747,21,-31.159420013427734
1668509249.2289503,22,-53.4050178527832
1668509265.6945589,23,-59.501556396484375
1668509280.3261538,24,-24.0
1668509296.2082164,25,-31.27147674560547
1668509316.557292,26,-67.35904693603516
1668509331.306441,27,-62.19931411743164
1668509353.3792465,28,-52.54237365722656
1668509371.0378911,29,-68.94409942626953
1668509396.1142282,30,-48.6301383972168
1668509415.073413,31,-40.97222137451172
1668509440.741929,32,0.3236245810985565
1668509459.874196,33,-44.80519485473633
1668509485.6817694,34,-69.79866027832031
1668509502.028511,35,-38.31168746948242
1668509522.3202376,36,-31.65467643737793
1668509539.2928684,37,-72.4137954711914
1668509565.039172,38,-17.85714340209961
1668509584.4474328,39,-61.26760482788086
1668509610.5053215,40,-57.37704849243164
1668509626.1995137,41,-43.75
1668509644.9576495,42,-67.32025909423828
1668509667.7834077,43,-60.39603805541992
1668509686.3819036,44,-72.56097412109375
1668509711.0846226,45,-73.384033203125
1668509729.5768435,46,-48.3870964050293
1668509754.3146772,47,-18.644067764282227
1668509772.3525028,48,-52.89855194091797
1668509797.0812595,49,0.3861003816127777
1668509815.351942,50,-54.385963439941406
1668509840.2727184,51,-76.97368621826172
1668509858.5573275,52,-31.65467643737793
1668509878.5364578,53,-67.42671203613281
1668509896.7781124,54,-75.4385986328125
1668509922.0933986,55,-35.71428680419922
1668509940.3346288,56,19.230770111083984
1668509963.5653095,57,-245.14285278320312
1668509982.222947,58,-80.58252716064453
1668510000.4186034,59,-235.9413604736328
1668510014.9902318,60,-32.384342193603516
1668510040.2704425,61,-58.76288604736328
1668510058.4342148,62,-17.91044807434082
1668510075.9334412,63,-53.64238357543945
1668510091.3207479,64,-64.05228424072266
1668510110.3155015,65,-62.26415252685547
1668510130.154212,66,-36.24161148071289
1668510149.1448452,67,-58.33333206176758
1668510167.943052,68,-224.15936279296875
1668510185.5088234,69,-270.76409912109375
1668510207.1169887,70,-257.045166015625
1668510223.3343232,71,-57.70392608642578
1668510242.03117,72,-52.54237365722656
1668510260.1890583,73,-65.51724243164062
1668510278.7366822,74,-74.19355010986328
1668510293.2388053,75,-22.178987503051758
1668510312.742103,76,-39.18918991088867
1668510329.452232,77,-35.06493377685547
1668510348.6935313,78,-14.383562088012695
1668510365.4417708,79,-33.797908782958984
1668510381.1409326,80,-7.335907459259033
1668510397.6246455,81,-41.605838775634766
1668510415.1828322,82,-54.2253532409668
1668510437.403494,83,-152.1769256591797
1668510456.7108994,84,-70.26022338867188
1668510481.4939067,85,43.42629623413086
1668510499.9206185,86,-47.71241760253906
1668510518.9173098,87,-108.82044982910156
1668510537.03891,88,-72.97297668457031
1668510558.453654,89,-147.37216186523438
1668510577.9219313,90,24.528301239013672
1668510597.5860713,91,-79.16666412353516
1668510623.3354168,92,11.8421049118042
1668510642.1431186,93,-12.58741283416748
1668510668.1535697,94,-61.16504669189453
1668510687.9864194,95,-70.05988311767578
1668510713.4648843,96,-25.170068740844727
1668510726.5744798,97,-120.79505157470703
1668510750.669156,98,-178.42941284179688
1668510766.4553947,99,-254.47216796875
1668510792.2970846,100,-42.17687225341797
1668510810.737401,101,-51.72413635253906
1668510836.3005672,102,12.727272987365723
1668510855.580767,103,-14.826498031616211
1668510881.5579534,104,-40.55944061279297
1668510899.754073,105,-58.174903869628906
1668510917.588036,106,-24.05063247680664
1668510935.8464406,107,11.8421049118042
1668510948.4600596,108,-189.39999389648438
